"","idnum","f1g9a","f1g9b","f1g9c","f1g9d","f1g9e","f1g9f","f1g9g","f1g9h","f1g9i","f1g9j","f1g9k","f1g9l","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2c3a","m3b4a","m3b4b","m3b4c","m3b4d","m3b4e","m3b4f","m3b4g","m3b4h","m3b4i","m3b4j","m3b4k","m3b4l","m3b4m","m3c3a","m3c3b","m3c3c","m3c3d","m3c3e","m3c3f","m3c3g","m3c3h","m3c3i","m3c3j","m3c3k","m3c3l","m3c3m","f3c3a","f3c3b","f3c3c","f3c3d","f3c3e","f3c3f","f3c3g","f3c3h","f3c3i","f3c3j","f3c3k","f3c3l","f3c3m","f3b4a","f3b4b","f3b4c","f3b4d","f3b4e","f3b4f","f3b4g","f3b4h","f3b4i","f3b4j","f3b4k","f3b4l","f3b4m","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","f4b4a1","f4b4a2","f4b4a3","f4b4a4","f4b4a5","f4b4a6","f4b4a7","f4b4a8","f4c3a","f4c3b","f4c3c","f4c3d","f4c3e","f4c3f","f4c3g","f4c3h","f2b36a","f2b36b","f2b36c","f2b36d","f2b36e","f2b36f","f2b36g","f2b36h","f2c3a","f2c3b","f2c3c","f2c3d","f2c3e","f2c3f","f2c3g","f2c3h","f2c3i","f2c3j","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j"
"3690",3690,0,0,0,0,0,0,0,2,0,0,0,0,7,7,5,7,7,5,7,7,5,4,7,7,7,4,4,5,4,7,3,2,7,7,1,2,5,1,1,0,0,0,0,0,0,1,0,7,7,7,7,7,5,7,7,7,3,2,7,7,7,7,7,4,3,3,7,1,7,3,2,7,7,1,1,3,1,3,2,1,3,3,2,5,3,5,2,2,7,5,5,5,7,5,5,4,4,1,1,1,1,1,0,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,1,5,5,4,5,5,5,0
"3691",3691,2,0,0,0,0,5,0,4,2,0,1,3,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,2,7,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,7,7,7,4,2,3,2,7,5,2,0,4,4,7,7,7,5,3,4,7,7,5,2,0,7,0,2,2,0,5,2,1,2,4,2,5,5,5,3,2,5,2,4,4,4,5,4,3,3,7,7,5,3,7,4,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,0,7,7,5,7,7,7,7
"3692",3692,7,-3,2,7,3,-3,-3,7,-3,-3,-3,-3,201,201,203,-5,-5,-5,-5,-5,-5,5,7,7,5,4,5,0,3,6,6,2,0,6,2,5,7,2,2,0,3,3,3,1,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,6,7,7,6,6,6,0,7,6,4,0,3,3,0,4,3,3,1,1,2,1,1,1,2,7,1,1,2,7,7,7,7,7,2,7,7,202,204,202,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,203,-5,201,-5,-5,202,-5,-5
"3693",3693,3,0,0,0,2,7,0,0,0,0,2,2,7,7,7,0,7,7,7,5,7,7,7,7,2,4,7,7,7,7,7,1,0,7,1,7,7,0,4,0,1,4,4,2,0,0,7,7,7,7,7,7,7,7,3,7,7,4,0,7,4,7,7,7,3,0,0,0,7,7,4,0,4,7,1,7,3,2,2,1,7,6,2,2,7,7,2,2,7,7,5,5,2,5,5,5,2,7,6,3,2,5,7,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,0,0,3,0,7,3,7,3
"3694",3694,0,1,3,4,7,7,3,3,3,1,3,7,7,1,3,1,7,1,7,7,4,3,7,7,7,2,7,1,1,7,1,1,0,7,0,0,1,-2,0,-2,-2,-2,-2,-2,0,-2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,2,2,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,3,7,1,7,7,7,7
"3695",3695,0,0,0,0,0,0,0,0,0,0,1,0,201,201,202,203,205,202,201,201,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,3,5,4,4,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3696",3696,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,4,4,7,4,7,7,-2,7,7,7,7,2,7,7,7,7,2,3,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,-2,-2,3,3,-2,3
"3697",3697,1,0,0,1,0,2,1,0,0,3,1,0,7,5,3,2,7,1,7,7,7,3,7,7,7,3,2,2,4,7,3,2,1,7,3,7,7,7,3,2,2,5,7,2,2,1,7,1,3,7,0,0,2,0,2,3,1,1,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,1,2,2,3,3,3,2,3,2,2,4,7,3,3,7,2,2,2,3,3,3,4,0,201,201,203,203,201,202,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,2,7,3,7,7,7,3
"3698",3698,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,3,2,7,2,7,7,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3699",3699,2,0,0,0,0,1,1,0,0,0,0,0,7,7,7,7,7,4,7,7,7,3,7,7,7,7,7,7,7,7,3,2,7,7,5,7,7,7,7,7,7,7,7,2,3,7,7,2,7,7,7,2,2,7,7,7,3,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,3,3,7,2,3,3,7,2,1,7,7,7,3,5,7,7,2,7,2,7,1,4,5,-6,-6,-6,-6,-6,-6,-6,-6,7,2,2,2,7,2,7,7,7,7,7,3,3,7,7,3,3,7,7
"3700",3700,0,0,0,0,0,0,0,2,0,0,1,4,201,201,201,-5,-5,-5,-5,-5,-5,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,0,7,7,7,7,7,2,2,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,7,7,3,7,3,4,3,5,5,0,7,3,4,4,4,4,7,2,2,4,7,3,7,1,7,1,2,5,7,4,7,2,7,2,3,5,202,201,203,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,201,-5,-5,201,-5,-5
"3701",3701,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,7,7,7,7,4,1,7,7,7,7,4,4,7,7,3,2,0,7,1,7,7,3,2,2,2,2,7,5,2,0,4,7,7,7,5,7,7,7,5,5,3,2,7,7,5,7,7,5,7,7,7,7,7,3,2,5,3,1,3,3,1,5,1,3,2,4,7,7,5,7,3,2,7,5,7,7,5,7,3,2,5,7,3,4,0,7,5,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,0,3,3,4,7,5,7,2
"3702",3702,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,2,7,1,7,7,7,7,7,7,7,7,7,2,7,4,2,0,0,7,0,7,1,1,5,7,0,5,2,1,0,0,3,7,7,7,7,7,7,4,7,7,2,2,0,7,3,7,7,2,7,7,1,4,7,1,1,0,7,0,3,1,3,2,2,1,4,1,7,1,3,5,1,1,4,5,7,1,4,7,3,7,4,7,7,0,3,7,1,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,1,7,1,3,1,7,0
"3703",3703,2,3,0,0,0,2,0,0,7,0,0,0,202,201,203,-5,-5,-5,-5,-5,-5,4,7,7,7,7,7,7,6,7,5,1,5,7,7,7,7,7,7,7,6,7,7,7,7,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,2,7,4,5,3,5,3,7,-2,-2,-2,-2,-2,-2,-2,-2,201,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,201,-5,-5,201,-5,-5
"3704",3704,0,1,7,0,3,0,0,0,3,0,3,0,5,2,0,0,7,1,7,7,5,1,7,7,6,2,1,1,1,5,1,2,0,7,1,7,7,5,7,1,1,5,6,1,2,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,5,1,1,7,7,7
"3705",3705,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,5,3,2,0,5,4,7,7,4,7,7,7,7,7,3,4,5,3,5,7,7,7,5,7,3,5,5,3,7,7,7,2,3,7,3,7,7,3,7,7,7,7,7,3,1,7,7,7,7,7,2,7,7,7,7,7,4,1,7,7,7,6,6,5,7,3,3,7,0,0,0,5,7,2,2,5,-2,-2,-2,2,7,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,2,2,2,5,7,7,7,7
"3706",3706,0,0,0,2,0,0,0,0,0,0,0,0,7,3,7,7,7,0,7,7,7,7,7,7,7,7,7,0,6,7,0,0,7,7,3,7,7,2,0,0,0,2,7,2,2,7,7,7,7,7,7,7,7,7,7,7,2,2,0,7,2,7,7,0,2,3,2,3,7,2,2,0,5,3,0,0,2,7,2,3,7,2,5,5,5,7,3,2,7,7,7,7,5,7,2,3,7,7,7,5,3,7,5,7,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,7,4,7,0,7,7,7,7
"3707",3707,0,0,0,2,0,5,0,0,0,0,0,3,201,201,201,-5,-5,-5,-5,-5,-5,7,7,7,7,7,7,7,4,7,3,1,2,7,3,7,7,-2,3,1,2,2,4,2,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,7,7,1,1,1,1,2,6,7,0,2,1,3,3,2,3,7,3,2,7,2,1,0,1,5,0,1,2,7,7,-2,4,7,1,3,7,201,201,202,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,203,-5,201,-5,-5,202,-5,-5
"3708",3708,0,0,0,0,0,0,0,1,0,0,0,0,201,201,201,-5,-5,-5,-5,-5,-5,5,7,7,5,5,3,5,7,7,3,0,0,7,1,7,7,3,5,0,5,3,5,2,1,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,7,7,2,0,1,2,0,2,1,1,0,7,3,2,4,5,7,2,2,7,1,2,7,7,7,3,3,7,7,7,7,4,7,7,4,7,201,201,202,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,203,-5,201,-5,-5,201,-5,-5
"3709",3709,0,3,0,7,0,7,0,7,0,0,0,0,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,3,2,0,0,1,7,7,7,1,1,1,3,7,2,1,0,1,7,7,7,7,7,7,7,7,7,7,1,7,7,3,7,7,5,7,3,3,7,7,7,1,7,7,2,0,0,7,7,3,3,7,2,2,2,5,5,2,1,7,2,2,2,2,5,2,1,5,7,2,1,1,7,7,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,7,7,7,7,7,2
"3710",3710,3,2,0,0,0,7,0,2,3,3,0,0,7,3,1,2,5,7,7,7,-6,7,7,7,7,7,7,7,7,7,3,2,2,7,0,5,7,5,0,5,0,5,5,2,2,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3711",3711,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,5,0,7,7,-6,4,7,7,2,3,4,0,5,3,2,3,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3712",3712,2,2,2,1,3,0,0,0,0,0,3,1,6,7,5,5,7,3,7,7,4,5,7,7,3,3,6,7,7,7,4,1,0,7,0,5,7,5,0,0,0,0,1,0,0,0,0,4,7,7,7,7,4,6,4,7,6,6,-2,3,5,7,7,7,3,1,1,0,7,1,5,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,201,201,203,203,201,202,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,2,4,7,2,7,7,7,4
"3713",3713,1,0,0,0,1,0,1,3,0,0,0,0,4,7,2,2,3,0,7,7,7,5,7,7,2,1,1,0,7,7,2,3,0,7,7,7,7,2,0,1,2,7,7,3,3,0,7,7,7,7,0,7,7,7,7,7,2,3,7,7,7,7,7,0,7,7,7,7,7,1,3,7,3,5,3,2,2,7,7,3,3,5,5,5,7,7,0,7,7,5,5,5,7,7,0,7,3,1,7,7,7,0,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,7,5,5,7,2,5,7,7
"3714",3714,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,4,7,7,4,7,7,7,7,6,0,1,4,4,7,7,7,7,7,7,7,7,7,1,1,7,0,0,7,7,5,7,7,5,7,7,1,1,7,6,2,7,7,3,7,7,3,5,2,5,5,7,7,7,1,3,7,7,7,7,7,7,3,7,4,0,5,4,7,4,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,7,4,7,1,7,4,7,3
"3715",3715,3,2,0,7,2,1,7,0,2,0,0,0,7,6,3,0,7,5,7,7,7,4,7,7,3,6,5,2,3,2,4,3,0,7,3,4,6,3,4,2,2,3,2,4,2,0,4,-2,-2,4,3,3,2,2,3,3,2,0,3,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,6,3,5,5,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,0,0,7,3,7,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,7,3,7,7,7,0
"3716",3716,3,0,0,0,0,0,0,0,0,0,0,0,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,1,0,7,1,7,7,7,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,1,0,7,7,7,7,7,1,7,7,2,2,1,7,7,7,7,5,1,5,5,5,5,5,5,5,1,7,7,7,0,0,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,1,7,7,1,7,7,7,7
"3717",3717,0,0,0,0,2,0,0,2,0,0,0,0,7,7,7,0,7,2,7,7,7,6,7,7,4,7,7,7,2,7,7,2,0,7,-2,2,2,0,0,2,2,0,-2,0,0,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,7,7,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,2,0,7,2,2,2,7,7
"3718",3718,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,3,3,7,7,7,7,7,7,7,7,7,7,3,0,7,7,7,2,0,7,0,7,7,7,0,2,0,7,7,7,2,0,4,7,7,7,7,3,5,2,2,7,2,1,0,7,2,7,7,7,4,3,3,4,7,2,1,0,3,-2,-2,-2,7,-2,-2,-2,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,5,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,2,0,7,7,7,7,7,4
"3719",3719,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,7,6,7,7,-6,7,7,7,7,7,7,7,7,7,7,3,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3720",3720,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,7,7,2,7,7,7,4,7,7,0,7,7,7,7,7,2,0,0,7,7,7,7,0,5,7,7,7,5,1,0,0,0,4,7,7,7,7,4,4,6,7,2,2,7,7,3,7,7,3,7,4,3,5,7,2,2,7,7,3,4,2,7,7,1,3,4,3,4,4,4,7,1,2,7,7,7,7,4,7,1,2,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,7,5,7,2,7,4,7,7
"3721",3721,2,0,0,0,2,7,0,2,0,0,0,0,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,7,7,7,7
"3722",3722,0,7,2,7,0,0,0,7,7,0,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,7,3,7,3,1,1,0,3,2,1,2,7,2,7,3,4,2,2,2,0,3,2,1,0,0,-2,7,7,2,7,3,3,7,7,3,1,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"3723",3723,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,5,7,7,7,4,7,7,3,7,3,2,7,7,7,2,0,7,2,7,7,3,2,3,3,7,7,7,2,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,4,2,7,1,4,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,4,2,3,2,0,3,7,4
"3724",3724,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"3725",3725,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,0,7,1,7,7,3,2,7,7,3,0,3,0,7,7,2,1,0,7,3,7,7,2,4,1,1,7,7,3,1,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,4,4,6,7,3,2,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,3,0,7,2,7,7,7,7
"3726",3726,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,0,0,7,4,7,7,-6,7,7,7,3,4,1,1,7,7,5,6,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3727",3727,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,4,7,3,7,7,-6,1,7,7,7,7,7,7,7,7,7,7,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,5,2,2,6,6,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"3728",3728,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,4,3,2,2,2,7,2,-2,7,7,7,7,7,0,2,7,7,0,2,7,2,-2,7,7,1,3,7,3,7,2,0,2,5,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,-2,-2,7,7,7,-2
"3729",3729,1,7,0,0,3,7,0,7,0,0,3,7,7,7,7,7,0,7,7,7,7,7,7,7,7,5,5,5,7,7,7,1,1,7,4,7,5,7,3,0,0,7,7,7,1,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,0,4,7,7,7,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,6,7,7,7,7,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,4,3,0,7,1,7,7,7
"3730",3730,1,0,0,2,0,0,0,0,0,0,0,0,201,201,201,-5,-5,-5,-5,-5,-5,7,7,7,5,4,7,7,7,5,2,1,1,3,3,7,7,2,7,7,7,2,3,2,1,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,7,7,7,4,7,7,4,7,3,3,5,7,5,7,7,5,7,5,2,2,2,7,7,5,5,4,4,4,7,6,6,6,7,6,6,4,201,201,202,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,201,-5,-5,201,-5,-5
"3731",3731,2,0,0,4,0,2,4,4,5,0,3,2,5,5,5,5,5,0,7,7,5,7,7,7,4,7,7,7,7,7,4,5,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,7,3,7,7,0,7,0,0,7,7,7,7,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,5,5,5,0,5,5,7,7
"3732",3732,7,7,4,7,4,4,7,1,4,4,4,4,5,7,7,7,7,1,7,7,4,7,7,7,4,7,4,4,7,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,1,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,3,3,0,3,2,5,1
